state,msa,jobtitle,capacity,density,medianSalary
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Social Workers, All Other",0.244,0.54,75610
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Health Educators,0.791,1.88,89980
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Probation Officers and Correctional Treatment Specialists,0.434,0.68,53330
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Social and Human Service Assistants,1.815,0.69,36720
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Community Health Workers,0.332,0.94,51260
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Community and Social Service Specialists, All Other",0.631,0.91,45210
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Clergy,0.234,0.68,48800
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Directors, Religious Activities and Education",0.177,1.27,60300
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Religious Workers, All Other",0.028,0.46,34840
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Legal Occupations,23.246,2.98,125660
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Lawyers,15.079,3.38,154150
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Judicial Law Clerks,0.103,1.20,52730
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Administrative Law Judges, Adjudicators, and Hearing Officers",0.173,1.65,123990
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Judges, Magistrate Judges, and Magistrates",0.039,0.19,146350
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Paralegals and Legal Assistants,3.746,1.86,64090
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Court Reporters,0.246,1.81,37300
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Title Examiners, Abstractors, and Searchers",0.305,0.78,44470
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Legal Support Workers, All Other",3.430,10.27,96260
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Education, Training, and Library Occupations",62.743,1.01,53800
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Business Teachers, Postsecondary",0.561,0.89,75730
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Computer Science Teachers, Postsecondary",0.329,1.25,78420
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Mathematical Science Teachers, Postsecondary",0.304,0.76,67330
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Architecture Teachers, Postsecondary",0.049,0.92,0
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Engineering Teachers, Postsecondary",0.246,0.91,94020
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Agricultural Sciences Teachers, Postsecondary",0.026,0.36,84190
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Biological Science Teachers, Postsecondary",0.293,0.75,0
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.057,0.71,85870
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Chemistry Teachers, Postsecondary",0.094,0.59,68950
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Environmental Science Teachers, Postsecondary",0.042,1.06,80370
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Physics Teachers, Postsecondary",0.106,1.01,93970
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Anthropology and Archeology Teachers, Postsecondary",0.035,0.78,72650
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.087,1.29,68640
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Economics Teachers, Postsecondary",0.178,1.75,100930
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Geography Teachers, Postsecondary",0.051,1.56,72830
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Political Science Teachers, Postsecondary",0.481,3.81,86600
DC,"Washington-Arlington-Alexandria, DC-VA-MD-WV","Psychology Teachers, Postsecondary",0.225,0.80,72760
